年份,国家/地区,中文校名,外文校名
2016,美国,密苏里大学-哥伦比亚,University of Missouri - Columbia
2016,美国,密西西比大学,University of Mississippi
2016,美国,密歇根大学安娜堡分校,University of Michigan-Ann Arbor
2016,美国,密歇根理工大学,Michigan Technological University
2016,美国,密歇根州立大学,Michigan State University
2016,美国,明尼苏达大学-双城,"University of Minnesota, Twin Cities"
2016,美国,内布拉斯加大学-林肯,University of Nebraska - Lincoln
2016,美国,内布拉斯加大学医学中心,University of Nebraska Medical Center
2016,美国,南达科他大学,University of South Dakota
2016,美国,南方卫理公会大学,Southern Methodist University
2016,美国,南佛罗里达大学,University of South Florida
2016,美国,南加州大学,University of Southern California
2016,美国,南卡罗来纳大学-哥伦比亚,University of South Carolina - Columbia
2016,美国,南卡罗来纳医科大学,Medical University of South Carolina
2016,美国,纽约城市大学-城市学院,City University of New York City College
2016,美国,纽约大学,New York University
2016,美国,纽约州立大学阿尔巴尼分校,State University of New York Albany
2016,美国,纽约州立大学宾汉姆顿分校,"Binghamton University, State University of New York"
2016,美国,纽约州立大学-石溪,Stony Brook University
2016,美国,纽约州立大学水牛城分校,"University at Buffalo, the State University of New York"
2016,美国,纽约州立大学卫生科学中心-布鲁克林,State University of New York Health Science Center at Brooklyn
2016,美国,匹兹堡大学,"University of Pittsburgh, Pittsburgh Campus"
2016,美国,普渡大学-西拉法叶,Purdue University - West Lafayette
2016,美国,普拉特学院,Pratt Institute
2016,美国,普林斯顿大学,Princeton University
2016,美国,乔治城大学,Georgetown University
2016,美国,乔治华盛顿大学,George Washington University
2016,美国,乔治梅森大学,George Mason University
2016,美国,萨凡纳艺术设计学院,Savannah College of Art and Design
2016,美国,圣地亚哥州立大学,San Diego State University
2016,美国,圣路易斯大学,Saint Louis University
2016,美国,圣母玛利亚大学,University of Notre Dame
2016,美国,斯坦福大学,Stanford University
2016,美国,塔夫茨大学,Tufts University
2016,美国,坦普尔大学,Temple University
2016,美国,特拉华大学,University of Delaware
2016,美国,田纳西大学-诺克斯维尔,University of Tennessee - Knoxville
2016,美国,托马斯杰斐逊大学,Thomas Jefferson University
2016,美国,威廉玛丽学院,College of William & Mary
2016,美国,威斯康辛大学-麦迪逊,University of Wisconsin - Madison
2016,美国,威斯康辛大学米尔沃基分校,University of Wisconsin--Milwaukee
2016,美国,威斯康辛医学院,Medical College of Wisconsin
2016,美国,韦恩州立大学,Wayne State University
2016,美国,维克森林大学,Wake Forest University
2016,美国,伍斯特理工学院,Worcester Polytechnic Institute
2016,美国,西北大学(美国),Northwestern University
2016,美国,西奈山医学院,Icahn School of Medicine at Mount Sinai
2016,美国,夏威夷大学马诺阿分校,University of Hawaii at Manoa
2016,美国,辛辛那提大学,University of Cincinnati
2016,美国,新罕布什尔大学-达勒姆,University of New Hampshire - Durham
2016,美国,新墨西哥大学-阿尔伯克基,University of New Mexico - Albuquerque
2016,美国,新学校大学,New School University
2016,美国,新学校大学帕森设计学院,Parsons School of Design at The New School
2016,美国,休斯顿大学,University of Houston
2016,美国,雪城大学,Syracuse University
2016,美国,亚利桑那大学,University of Arizona
2016,美国,亚利桑那州立大学-坦佩,Arizona State University - Temple
2016,美国,杨百翰大学-普罗沃,Brigham Young University
2016,美国,耶鲁大学,Yale University
2016,美国,叶史瓦大学,Yeshiva University
2016,美国,伊利诺伊大学香槟分校,University of Illinois at Urbana-Champaign
2016,美国,伊利诺伊科技学院,Illinois Institute of Technology
2016,美国,印第安纳大学-布鲁明顿,Indiana University Bloomington
2016,美国,印第安纳大学-印第安纳波利斯,Indiana University-Purdue University at Indianapolis
2016,美国,犹他大学,University of Utah
2016,美国,犹他州立大学,Utah State University
2016,美国,约翰霍普金斯大学,Johns Hopkins University
2016,美国,芝加哥大学,University of Chicago
2016,美国,芝加哥洛约拉大学,Loyola University Chicago
2016,美国,芝加哥伊利诺伊大学,University of Illinois at Chicago
2016,美国,芝加哥艺术学院,School of the Art Institute of Chicago (SAIC)
2016,美国,中佛罗里达大学,University of Central Florida
2016,美国,佐治亚大学,University of Georgia
2016,美国,佐治亚理工学院,Georgia Institute of Technology
2016,美国,佐治亚州立大学,Georgia State University
2016,孟加拉国,达卡大学,University of Dhaka
2016,秘鲁,秘鲁天主教大学,Pontificia Universidad Católica del Perú
2016,墨西哥,蒙特雷科技大学,Instituto Tecnológico y de Estudios Superiores de Monterrey
2016,墨西哥,墨西哥国立理工大学,Instituto Politécnico Nacional (IPN)
2016,墨西哥,墨西哥国立自治大学,Universidad Nacional Autónoma de México (UNAM)
2016,墨西哥,墨西哥自治都会大学,Universidad Autónoma Metropolitana (UAM)
2016,墨西哥,墨西哥自治理工大学,Instituto Tecnológico Autónomo de México (ITAM)
2016,墨西哥,普埃布拉自治大学,Benemérita Universidad Autónoma de Puebla
2016,墨西哥,圣路易斯波多西州立自治大学,Universidad Autónoma de San Luis de Potosí
2016,墨西哥,伊比利亚美洲大学,Universidad Iberoamericana (UIA)
2016,南非,比勒陀利亚大学,University of Pretoria
2016,南非,金山大学,University of the Witwatersrand
2016,南非,开普敦大学,University of Cape Town
2016,南非,夸祖鲁-纳塔尔大学,University of KwaZulu-Natal
2016,南非,罗德斯大学,Rhodes University
2016,南非,斯坦陵布什大学,Stellenbosch University
2016,南非,约翰内斯堡大学,University of Johannesburg
2016,挪威,奥斯陆大学,University of Oslo
2016,挪威,卑尔根大学,University of Bergen
2016,挪威,挪威科技大学,Norwegian University of Science and Technology - NTNU
2016,挪威,挪威商学院,BI Norwegian Business School
2016,挪威,挪威生命科学大学,Norwegian University of Life Sciences
2016,挪威,挪威兽医学院,Norwegian School of Veterinary Science
2016,挪威,特罗姆瑟大学-挪威北极圈大学,University of Tromsø- The Arctic University of Norway (UiT)
2016,葡萄牙,阿威罗大学,University of Aveiro
2016,葡萄牙,波尔图大学,University of Porto
2016,葡萄牙,科英布拉大学,University of Coimbra
2016,葡萄牙,里斯本大学,University of Lisbon
2016,葡萄牙,里斯本技术高等学院,Instituto Superior Técnico Lisboa
2016,葡萄牙,米尼奥大学,University of Minho
2016,葡萄牙,新星葡京大学,Universidade Nova de Lisboa
2016,日本,北海道大学,Hokkaido University
2016,日本,长崎大学,Nagasaki University
2016,日本,大阪大学,Osaka University
2016,日本,大阪市立大学,Osaka City University
2016,日本,德岛大学,The University of Tokushima
2016,日本,东北大学(日本),Tohoku University
2016,日本,东京大学,University of Tokyo
2016,日本,东京都会大学,Tokyo Metropolitan University
2016,日本,东京工业大学,Tokyo Institute of Technology
2016,日本,东京科学大学,Tokyo University of Science
2016,日本,东京农业科技大学,Tokyo University of Agriculture and Technology
2016,日本,东京药科大学,Tokyo University of Pharmacy and Life Sciences
2016,日本,东京医牙大学,Tokyo Medical and Dental University
2016,日本,冈山大学,Okayama University
2016,日本,广岛大学,Hiroshima University
2016,日本,横滨国立大学,Yokohama National University
2016,日本,金泽大学,Kanazawa University
2016,日本,京都大学,Kyoto University
2016,日本,九州大学,Kyushu University
2016,日本,名古屋大学,Nagoya University
2016,日本,奈良科技大学,Nara Institute of Science and Technology
2016,日本,千叶大学,Chiba University
2016,日本,庆应义塾大学,Keio University
2016,日本,群马大学,Gunma University
2016,日本,三重大学,Mie University
2016,日本,山口大学,Yamaguchi University
2016,日本,上智大学,Sophia University
2016,日本,神户大学,Kobe University
2016,日本,新泻大学,Niigata University
2016,日本,信州大学,Shinshu University
2016,日本,熊本大学,Kumamoto University
2016,日本,一桥大学,Hitotsubashi University
2016,日本,早稻田大学,Waseda University
2016,日本,昭和大学,Showa University
2016,日本,筑波大学,University of Tsukuba
2016,瑞典,查尔姆斯理工大学,Chalmers University of Technology
2016,瑞典,厄勒布鲁大学,Örebro University
2016,瑞典,哥德堡大学,University of Gothenburg
2016,瑞典,皇家理工学院,KTH Royal Institute of Technology
2016,瑞典,卡罗林斯卡学院,Karolinska Institute
2016,瑞典,林雪平大学,Linkoping University
2016,瑞典,隆德大学,Lund University
2016,瑞典,马尔默大学,Malmo University
2016,瑞典,瑞典国立艺术与设计学院,"Konstfack University College of Arts, Crafts and Design"
2016,瑞典,瑞典皇家美术学院,Royal University College of Fine Arts
2016,瑞典,瑞典农业科学大学,Swedish University of Agricultural Sciences
2016,瑞典,斯德哥尔摩大学,Stockholm University
2016,瑞典,斯德哥尔摩经济学院,Stockholm School of Economics
2016,瑞典,乌普萨拉大学,Uppsala University
2016,瑞典,于默奥大学,Umea University
2016,瑞士,巴塞尔大学,University of Basel
2016,瑞士,伯尔尼大学,University of Bern
2016,瑞士,弗里堡大学,University of Fribourg
2016,瑞士,卢加诺大学,USI Università della Svizzera italiana / USI University of Lugano
2016,瑞士,洛桑大学,University of Lausanne
2016,瑞士,洛桑联邦理工学院,Swiss Federal Institute of Technology Lausanne
2016,瑞士,纽沙泰尔大学,University of Neuchatel
2016,瑞士,日内瓦大学,University of Geneva
2016,瑞士,日内瓦艺术设计学院,Haute Ecole d'art et de design de Genève (HEAD)
2016,瑞士,瑞士洛桑国际管理学院,International Institute for Management Development
2016,瑞士,圣加仑大学,University of St.Gallen (HSG)
2016,瑞士,苏黎世大学,University of Zurich
2016,瑞士,苏黎世联邦理工学院,Swiss Federal Institute of Technology Zurich
2016,塞尔维亚,贝尔格莱德大学,University of Belgrade
2016,塞浦路斯,塞浦路斯大学,University of Cyprus
2016,沙特阿拉伯,阿卜杜拉国王科技大学,King Abdullah University of Science and Technology
2016,沙特阿拉伯,阿卜杜勒阿齐兹国王大学,King Abdulaziz University
2016,沙特阿拉伯,法赫德国王石油矿产大学,King Fahd University of Petroleum & Minerals
2016,沙特阿拉伯,沙特国王大学,King Saud University
2016,斯洛伐克,夸美纽斯大学,Comenius University in Bratislava
2016,斯洛文尼亚,卢布尔雅那大学,University of Ljubljana
2016,泰国,国王科技大学,King Mongkut's University of Technology Thonburi
2016,泰国,孔敬大学,Khon Kaen University
2016,泰国,玛希隆大学,Mahidol University
2016,泰国,清迈大学,Chiang Mai University
2016,泰国,宋卡王子大学,Prince of Songkla University
2016,泰国,泰国法政大学,Thammasat University
2016,泰国,泰国农业大学,Kasetsart University
2016,泰国,先皇理工学院,King Mongkut's Institute of Technology Ladkrabang
2016,泰国,亚洲理工学院,"Asian Institute of Technology, Thailand"
2016,泰国,朱拉隆功大学,Chulalongkorn University
2016,土耳其,KOC大学,Koc University
2016,土耳其,安卡拉大学,Ankara University
2016,土耳其,比尔肯大学,Bilkent University
2016,土耳其,哈斯特帕大学,Hacettepe University
2016,土耳其,海峡大学,Bogazici University
2016,土耳其,萨班哲大学,Sabanci University
2016,土耳其,伊斯坦布尔大学,Istanbul University
2016,土耳其,伊斯坦布尔理工大学,Istanbul Technical University
2016,土耳其,中东理工大学,Middle East Technical University
2016,乌干达,麦克雷雷大学,Makerere University
2016,乌克兰,国立基辅大学,Taras Shevchenko National University of Kyiv
2016,乌克兰,哈尔科夫国立大学,V. N. Karazin Kharkiv National University
2016,西班牙,阿尔卡拉大学,Universidad de Alcalá
2016,西班牙,阿利坎特大学,Universidad de Alicante
2016,西班牙,巴伦西亚大学,University of Valencia
2016,西班牙,巴塞罗那大学,University of Barcelona
2016,西班牙,巴塞罗那自治大学,Autonomous University of Barcelona
2016,西班牙,巴斯克大学,University of the Basque Country
2016,西班牙,得恩普萨大学,IE University
2016,西班牙,格拉纳达大学,University of Granada
2016,西班牙,加泰罗尼亚理工大学,Polytechnic University of Catalonia
2016,西班牙,拉萨尔大学,La Salle Universitat Ramon Llull
2016,西班牙,马德里卡洛斯三世大学,Universidad Carlos III de Madrid (UC3M)
2016,西班牙,马德里康普顿斯大学,Complutense University of Madrid
2016,西班牙,马德里理工大学,Politécnica de Madrid
2016,西班牙,马德里自治大学,Autonomous University of Madrid
2016,西班牙,纳瓦拉大学,University of Navarra
2016,西班牙,庞培法布拉大学,Pompeu Fabra University
2016,西班牙,萨拉戈萨大学,University of Zaragoza
2016,西班牙,萨拉曼卡大学,University of Salamanca
2016,西班牙,塞维利亚大学,University of Seville
2016,西班牙,圣地亚哥联合大学,University of Santiago Compostela
2016,西班牙,瓦伦西亚理工大学,Polytechnic University of Valencia
2016,西班牙,西班牙科尔多瓦大学,Universidad de Córdoba - España
2016,西班牙,依维尔基里大学,University of Rovira i Virgili
2016,希腊,爱奥尼亚大学,University of Ioannina
2016,希腊,克里特大学,University of Crete
2016,希腊,克里特科技大学,Technical University of Crete
2016,希腊,帕特雷大学,University of Patras
2016,希腊,萨洛尼卡大学,Aristotle University of Thessaloniki
2016,希腊,雅典大学,National and Kapodistrian University of Athens
2016,希腊,雅典国立科技大学,National Technical University of Athens
2016,希腊,雅典经济与商业大学,Athens University of Economics and Business
2016,新加坡,哈特福德学院,Hartford Institute
2016,新加坡,南洋理工大学,Nanyang Technological University
2016,新加坡,新加坡管理大学,Singapore Management University
2016,新加坡,新加坡国立大学,National University of Singapore
2016,新西兰,奥克兰大学,University of Auckland
2016,新西兰,奥克兰理工大学,Auckland University of Technology
2016,新西兰,奥塔哥大学,University of Otago
2016,新西兰,怀卡托大学,University of Waikato
2016,新西兰,惠灵顿维多利亚大学,Victoria University of Wellington
2016,新西兰,坎特伯雷大学,University of Canterbury
2016,新西兰,林肯大学,Lincoln University
2016,新西兰,梅西大学,Massey University
2016,匈牙利,布达佩斯大学,Corvinus University of Budapest
2016,匈牙利,布达佩斯经济技术大学,Budapest University of Technology and Economics
2016,匈牙利,德布勒森大学,University of Debrecen
2016,匈牙利,罗兰大学,Eotvos Lorand University
2016,匈牙利,佩奇大学,University of Pécs
2016,匈牙利,塞格德大学,University of Szeged
2016,匈牙利,塞梅尔魏斯大学,Semmelweis University
2016,匈牙利,中欧大学,Central European University
2016,伊朗,德黑兰大学,University of Tehran
2016,伊朗,沙力夫理工大学,Sharif University of Technology
2016,伊朗,伊朗科技大学,Iran University of Science and Technology
2016,以色列,巴依兰大学,Bar-Ilan University
2016,以色列,内盖夫本·古里安大学,Ben-Gurion University of the Negev
2016,以色列,特拉维夫大学,Tel Aviv University
2016,以色列,魏茨曼科学研究学院,Weizmann Institute of Science
2016,以色列,耶路撒冷希伯来大学,Hebrew University of Jerusalem
2016,以色列,以色列理工学院,Technion-Israel Institute of Technology
2016,意大利,艾米利亚大学,University of Modena and Reggio Emilia
2016,意大利,巴勒莫大学,University of Palermo
2016,意大利,巴里大学,University of Bari Aldo Moro
2016,意大利,巴里理工大学,Polytechnic University of Bari
2016,意大利,比萨大学,University of Pisa
2016,意大利,比萨高等师范学校,Scuola Normale Superiore - Pisa
2016,意大利,比萨圣安娜大学,Scuola Superiore Sant’Anna
2016,意大利,博科尼大学,Università Commerciale Luigi Bocconi
2016,意大利,博洛尼亚大学,University of Bologna
2016,意大利,布雷西亚大学,University of Brescia
2016,意大利,的里雅斯特大学,University of Trieste
2016,意大利,的里雅斯特国际高等研究学院,International School for Advanced Studies
2016,意大利,都灵大学,University of Turin
2016,意大利,都灵理工大学,Polytechnic University of Turin
2016,意大利,费拉拉大学,University of Ferrara
2016,意大利,佛罗伦萨大学,University of Florence
2016,意大利,卡利亚里大学,University of Cagliari
2016,意大利,卡塔尼亚大学,University of Catania
2016,意大利,罗马第二大学,University of Roma - Tor Vergata
2016,意大利,罗马第三大学,University of Rome III
2016,意大利,罗马第一大学,Sapienza University of Rome
2016,意大利,罗马国际社会科学自由大学,Luiss Guido Carli University
2016,意大利,马尔凯理工大学,Marche Polytechnic University
2016,意大利,米兰比可卡大学,University of Milan - Bicocca
2016,意大利,米兰大学,University of Milan
2016,意大利,米兰理工大学,Polytechnic University of Milan
2016,意大利,那不勒斯菲里德里克第二大学,University of Naples Federico II
2016,意大利,欧洲大学学院,European University Institute
2016,意大利,帕多瓦大学,University of Padua
2016,意大利,帕尔玛大学,University of Parma
2016,意大利,帕维亚大学,University of Pavia
2016,意大利,佩鲁贾大学,University of Perugia
2016,意大利,热那亚大学,University of Genoa
2016,意大利,萨兰托大学,University of Salento
2016,意大利,圣拉斐尔大学,Vita-Salute San Raffaele University
2016,意大利,圣心天主教大学,Catholic University of the Sacred Heart
2016,意大利,特伦托大学,University of Trento
2016,意大利,威尼斯卡福斯卡里大学,Ca’ Foscari University of Venice
2016,意大利,维罗纳大学,University of Verona
2016,意大利,乌迪内大学,University of Udine
2016,意大利,乌尔比诺大学,University of Urbino Carlo Bo
2016,意大利,锡耶纳大学,University of Siena
2016,印度,安娜大学,Anna University
2016,印度,贝拿勒斯印度教大学,Banaras Hindu University
2016,印度,德里大学,University of Delhi
2016,印度,海得拉巴大学,University of Hyderabad
2016,印度,孟买塔塔基础研究学院,"Tata Institute of Fundamental Research (TIFR), Mumbai"
2016,印度,尼赫鲁大学,Jawaharlal Nehru University
2016,印度,旁遮普大学,Panjab University
2016,印度,印度管理学院-艾哈迈达巴德,Indian Institute of Management (IIM) - Ahmedabad
2016,印度,印度管理学院-班加罗尔,Indian Institute of Management (IIM) - Bangalore
2016,印度,印度管理学院-加尔各答商学院,Indian Institue of Management (IIM) - Calcutta
2016,印度,印度科学研究院,Indian Institute of Science
2016,印度,印度理工学院德里分校,Indian Institute of Technology Delhi
2016,印度,印度理工学院古瓦哈提分校,Indian Institute of Technology Guwahati (IITG)
2016,印度,印度理工学院卡哈拉格普尔分校,Indian Institute of Technology Kharagpur
2016,印度,印度理工学院坎普尔分校,Indian Institute of Technology Kanpur (IITK)
2016,印度,印度理工学院鲁尔基分校,Indian Institute of Technology Roorkee (IITR)
2016,印度,印度理工学院马德拉斯分校,Indian Institute of Technology Madras
2016,印度,印度理工学院孟买分校,Indian Institute of Technology Bombay
2016,印度,印度统计学院,Indian Statistical Institute
2016,印度,印度艺术科技研究院,Shanmugha Arts Science Technology and Research Academy (SASTRA)
2016,印度尼西亚,茂物农业大学,Bogor Agricultural University
2016,印度尼西亚,万隆理工学院,Bandung Institute of Technology (ITB)
2016,印度尼西亚,印度尼西亚大学,University of Indonesia
2016,英国,阿伯丁大学,University of Aberdeen
2016,英国,阿伯斯威大学,Aberystwyth University
2016,英国,阿尔斯特大学,Ulster University
2016,英国,阿斯顿大学,Aston University
2016,英国,埃克塞特大学,University of Exeter
2016,英国,艾塞克斯大学,University of Essex
2016,英国,爱丁堡大学,University of Edinburgh
2016,英国,巴思大学,University of Bath
2016,英国,班戈大学,Bangor University
2016,英国,贝尔法斯特女王大学,Queen's University Belfast
2016,英国,伯恩茅斯大学,Bournemouth University
2016,英国,伯明翰大学,University of Birmingham
2016,英国,布拉德福德大学,University of Bradford
2016,英国,布莱顿大学,University of Brighton
2016,英国,布里斯托尔大学,University of Bristol
2016,英国,布鲁内尔大学,Brunel University
2016,英国,邓迪大学,University of Dundee
2016,英国,东英吉利大学,University of East Anglia
2016,英国,杜伦大学,Durham University
2016,英国,格拉斯哥大学,University of Glasgow
2016,英国,格拉斯哥艺术学校,The Glasgow School of Art
2016,英国,赫尔大学,University of Hull
2016,英国,赫瑞瓦特大学,Heriot-Watt University
2016,英国,赫特福德大学,University of Hertfordshire
2016,英国,华威大学,University of Warwick
2016,英国,皇家艺术学院,Royal College of Art
2016,英国,基尔大学,Keele University
2016,英国,剑桥大学,University of Cambridge
2016,英国,金斯顿大学,"Kingston University, London"
2016,英国,卡迪夫大学,Cardiff University
2016,英国,开放大学,The Open University
2016,英国,坎特伯雷基督教会大学学院,Canterbury Christ Church University
2016,英国,克兰菲尔德大学,Cranfield University
2016,英国,肯特大学,University of Kent
2016,英国,拉夫堡大学,Loughborough University
2016,英国,莱斯特大学,University of Leicester
2016,英国,兰卡斯特大学,Lancaster University
2016,英国,雷丁大学,University of Reading
2016,英国,利物浦大学,University of Liverpool
2016,英国,利兹大学,University of Leeds
2016,英国,伦敦城市大学,City University London
2016,英国,伦敦大学伯克贝克学院,"Birkbeck, University of London"
2016,英国,伦敦大学皇家霍洛威学院,Royal Holloway University of London
2016,英国,伦敦大学皇家兽医学院,"Royal Veterinary College , University of London"
2016,英国,伦敦大学教育研究院,The UCL Institute of Education
2016,英国,伦敦大学金史密斯学院,"Goldsmiths, University of London"
2016,英国,伦敦大学玛丽女王学院,Queen Mary University of London
2016,英国,伦敦大学圣乔治学院,"St. George's, University of London"
2016,英国,伦敦大学卫生和热带医学学院,London School of Hygiene & Tropical Medicine
2016,英国,伦敦大学学院,University College London
2016,英国,伦敦大学亚非学院,"SOAS, University of London"
2016,英国,伦敦帝国学院,Imperial College London
2016,英国,伦敦国王学院,King's College London
2016,英国,伦敦商学院,London Business School
2016,英国,伦敦艺术大学,University of the Arts London
2016,英国,伦敦政治经济学院,London School of Economics and Political Science
2016,英国,罗伯特戈登大学,Robert Gordon University
2016,英国,罗汉普顿大学,"University of Roehampton, London"
2016,英国,曼彻斯特大学,University of Manchester
2016,英国,南安普敦大学,University of Southampton
2016,英国,牛津布鲁克斯大学,Oxford Brookes University
2016,英国,牛津大学,University of Oxford
2016,英国,纽卡斯尔大学-上泰恩,Newcastle University
2016,英国,诺丁汉大学,University of Nottingham
2016,英国,诺丁汉特伦特大学,Nottingham Trent University
2016,英国,朴茨茅斯大学,University of Portsmouth
2016,英国,普利茅斯大学,University of Plymouth
2016,英国,瑞文堡设计学院,Ravensbourne
2016,英国,萨里大学,University of Surrey
2016,英国,圣安德鲁斯大学,University of St Andrews
2016,英国,斯凯莱德大学,University of Strathclyde
2016,英国,斯特林大学,University of Stirling
2016,英国,斯旺西大学,Swansea University
2016,英国,苏格兰农业学院,Scottish Agricultural College (SAC)
2016,英国,苏赛克斯大学,University of Sussex
2016,英国,索尔福德大学,University of Salford
2016,英国,威斯敏斯特大学,University of Westminster
2016,英国,西英格兰大学,University of the West of England
2016,英国,谢菲尔德大学,University of Sheffield
2016,英国,约克大学(英国),University of York
2016,智利,迭戈波塔利斯大学,Universidad Diego Portales
2016,智利,康塞普西翁大学,Universidad de Concepción
2016,智利,洛斯安第斯大学（智利）,Universidad de los Andes - Chile
2016,智利,圣玛丽亚联邦理工大学,Universidad Técnica Federico Santa María (USM)
2016,智利,瓦尔帕莱索天主大学,Pontificia Universidad Católica de Valparaíso
2016,智利,智利大学,University of Chile
2016,智利,智利南方大学,Universidad Austral de Chile
2016,智利,智利圣地亚哥大学,Universidad de Santiago de Chile (USACH)
2016,智利,智利天主教大学,Pontifical Catholic University of Chile
2016,中国澳门,澳门大学,University of Macau
2016,中国台湾,长庚大学,Chang Gung University
2016,中国台湾,淡江大学,Tamkang University
2016,中国台湾,逢甲大学,Feng Chia University
2016,中国台湾,高雄医学大学,Kaohsiung Medical University
2016,中国台湾,国立交通大学,National Chung Cheng University
2016,中国台湾,国立台湾科技大学,National Taiwan University of Science and Technology (Taiwan Tech)
2016,中国台湾,国立台湾师范大学,National Taiwan Normal University
2016,中国台湾,国立政治大学,National Chengchi University
2016,中国台湾,国立中兴大学,National Chung Hsing University
2016,中国台湾,国立中央大学,National Central University
2016,中国台湾,台北科技大学,National Taipei University of Technology
2016,中国台湾,台北医科大学,Taipei Medical University
2016,中国台湾,台湾成功大学,National Cheng Kung University
2016,中国台湾,台湾大学,National Taiwan University
2016,中国台湾,台湾交通大学,National Chiao Tung University
2016,中国台湾,台湾清华大学,National Tsing Hua University
2016,中国台湾,台湾阳明大学,National Yang-Ming University
2016,中国台湾,台湾中山大学,National Sun Yat-Sen University
2016,中国台湾,天主教辅仁大学,Fu Jen Catholic University
2016,中国台湾,中国医药大学(台湾),China Medical University
2016,中国香港,岭南大学,"Lingnan University, Hong Kong"
2016,中国香港,香港城市大学,City University of Hong Kong
2016,中国香港,香港大学,The University of Hong Kong
2016,中国香港,香港教育学院,The Hong Kong Institute of Education
2016,中国香港,香港浸会大学,Hong Kong Baptist University
2016,中国香港,香港科技大学,The Hong Kong University of Science and Technology
2016,中国香港,香港理工大学,The Hong Kong Polytechnic University
2016,中国香港,香港理工大学设计学院,HK PolyU School of Design
2016,中国香港,香港中文大学,The Chinese University of Hong Kong
2017,阿根廷,圣安德烈斯大学,Universidad de San Andrés - UdeSA
2017,阿曼,苏丹卡布斯大学,Sultan Qaboos University
2017,奥地利,萨尔茨堡莫扎特大学,University Mozarteum Salzburg
2017,奥地利,维也纳音乐与表演艺术大学,University of Music and Performing Arts Vienna
2017,澳大利亚,澳大利亚天主教大学,Australian Catholic University
2017,澳大利亚,查尔斯特大学,Charles Sturt University
2017,澳大利亚,堪培拉大学,University of Canberra
2017,澳大利亚,南昆士兰大学,University of Southern Queensland
2017,澳大利亚,中央昆士兰大学,Central Queensland University
2017,巴基斯坦,拉合尔工程技术大学,University of Engineering & Technology (UET) Lahore
2017,巴基斯坦,拉合尔管理科学大学,Lahore University of Management Sciences (LUMS)
2017,巴西,ABC联邦大学,Universidade Federal do ABC (UFABC)
2017,比利时,布鲁塞尔皇家音乐学院,Conservatoire royal de Bruxelles
2017,比利时,哈塞尔特大学,Hasselt University
2017,波兰,肖邦音乐大学,The Fryderyk Chopin University of Music
2017,丹麦,奥胡斯皇家音乐学院,"Royal Academy of Music, Aarhus"
2017,丹麦,丹麦皇家建筑艺术学院,The Royal Danish Academy of Fine Arts (KADK)
2017,丹麦,丹麦皇家音乐学院,The Royal Danish Academy of Music
2017,德国,柏林艺术大学,Universität der Künste Berlin
2017,德国,柏林音乐学院,Hochschule für Musik Hanns Eisler Berlin
2017,德国,弗莱贝格工业大学,Technische Universität Bergakademie Freiberg
2017,德国,汉堡-哈尔堡工业大学,Technische Universität Hamburg-Harburg
2017,德国,汉堡音乐与戏剧学院,Hochschule für Musik und Theater Hamburg
2017,德国,科隆音乐与舞蹈学院,Hochschule für Musik und Tanz Köln
2017,德国,莱比锡音乐与戏剧学院,Hochschule für Musik und Theater Felix Mendelssohn Bartholdy Leipzig
2017,德国,慕尼黑音乐和戏剧学院,Hochschule für Musik und Theater München
2017,德国,锡根大学,University of Siegen
2017,俄罗斯,古布金俄罗斯国立石油大学,Federal state budgetary educational institution of higher vocational education «Gubkin Russian State
2017,俄罗斯,莫斯科柴可夫斯基音乐学院,Moscow P. I. Tchaikovsky Conservatory
2017,俄罗斯,莫斯科国立语言大学,Moscow State Linguistic University
2017,俄罗斯,圣彼得堡国立信息技术、机械学与光学研究型大学,ITMO University
2017,俄罗斯,圣彼得堡国立音乐学院,Rimsky-Korsakov St. Petersburg State Conservatory
2017,俄罗斯,圣彼得堡矿业大学,St.Petersburg Mining University
2017,俄罗斯,乌拉尔联邦大学,Ural Federal University
2017,法国,巴黎第十二大学,Université Paris-Est Créteil Val de Marne
2017,法国,巴黎高等戏剧艺术学院,Conservatoire national supérieur d’art dramatique de Paris (CNSAD)
2017,法国,巴黎国立高等音乐舞蹈学院,Conservatoire national supérieur de musique et de danse de Paris (CNSMDP)
2017,法国,巴黎中央理工学院—高等电力学院共同体,CentraleSupélec
2017,法国,法兰西公学院,College de France
2017,法国,凡尔赛大学,Université de Versailles Saint-Quentinen-Yvelines (UVSQ)
2017,法国,格勒诺布尔大学,Universite Grenoble Alpes (UGA)
2017,法国,里昂高等音乐与舞蹈学院,Conservatoire national supérieur de musique et de danse de Lyon
2017,法国,蒙彼利埃高等农业学院,Montpellier SupAgro
2017,法国,图尔大学,"Université François-Rabelais, Tours"
2017,法国,图卢兹第二大学,Université de Toulouse II-Le Mirail
2017,法国,图卢兹联邦大学,Federal University of Toulouse Midi-Pyrénées
2017,芬兰,拉彭兰塔理工大学,Lappeenranta University of Technology
2017,芬兰,西贝柳斯音乐学院,Sibelius Academy
2017,哥伦比亚,罗萨里奥大学,Universidad del Rosario
2017,哥斯达黎加,哥斯达黎加大学,Universidad de Costa Rica
2017,哈萨克斯坦,国立哈萨克斯坦理工大学,Kazakh National Technical University named after K.I.Satpaev
2017,韩国,韩国国立艺术大学,Korea National University of Arts
2017,韩国,韩国教员大学,Korea National University of Education
2017,韩国,世宗大学,Sejong University
